Nombre,Categoría,Dirección,Teléfono,Web,Email,Valoración,Nº Reseñas,Nivel Precio,Tipos Google,Latitud,Longitud,Horarios,Estado,Google Maps,Place ID,Provincia,Región,País,Web válida (IA),Calidad (IA),Búsqueda
Escuela Nidhan - Pamplona,🧘‍♀️ Centro de yoga,"Calle Berriobide, 36, 31013 Ansoáin, Navarra, Spain",626 61 43 27,https://www.escuelanidhan.com/,,5,130,,"establishment, gym, health, point_of_interest",42.8340721,-1.6464926,,OPERATIONAL,,ChIJPWfIDu6SUA0RMEvUxQRDRRg,Navarra,Comunidad Foral de Navarra,España,No,2,centro yoga · españa
Urban Yoga Studio,🧘‍♀️ Centro de yoga,"C. Monasterio de la Oliva, 9, 1°, estudio 2, 31011 Pamplona, Navarra, Spain",646 04 88 79,http://www.urbanyogastudio.net/,,5,101,,"establishment, gym, health, point_of_interest",42.8152748,-1.6608741,,OPERATIONAL,,ChIJQ0az0ouSUA0RrAbJWCq4_Qg,Navarra,Comunidad Foral de Navarra,España,No,2,centro yoga · españa
Centro de Retiros de Yoga y Meditación Pirineo · Casa Marterena,🧘‍♀️ Centro de yoga,"Calle San Lorenzo, 40, 31438 Arrieta, Navarra, Spain",660 48 85 50,http://www.retirosyogapirineo.com/,info@retiropirineos.com,4.9,211,,"establishment, health, place_of_worship, point_of_interest",42.9248002,-1.3703429,,OPERATIONAL,,ChIJWeqwXAPGUA0RPHkcvpsvVlU,Navarra,Comunidad Foral de Navarra,España,No,2,centro yoga · españa
"Yoga Natur | Retiros, Yoga y Montaña",🧘‍♀️ Centro de yoga,"Avda. El, C. Ral, 22466 Castejón de Sos, Huesca, Spain",655 26 58 30,http://www.yoganaturbenasque.com/,yoganaturbenasque@gmail.com,5,112,,"establishment, point_of_interest",42.5122781,0.4917602,,OPERATIONAL,,ChIJF5p5IprXpxIRo2UgzrKmwiU,Huesca,Aragón,España,No,2,centro yoga · españa
"Casa Cuadrau: Yoga, Art & Nature in the Pyrenees",🧘‍♀️ Centro de yoga,"C. Única, s/n, 22375 Vio, Huesca, Spain",622 01 66 48,http://www.casacuadrau.org/,info@casacuadrau.org,4.9,188,,"establishment, health, point_of_interest",42.5420956,0.054551,,OPERATIONAL,,ChIJ0QZZwSL-pxIRlaQ95g4ThKo,Huesca,Aragón,España,No,2,centro yoga · españa
Gimnasio Sparta Sport Center Jaca,🧘‍♀️ Centro de yoga,"C. Río Ijuez, 11, 22700 Jaca, Huesca, Spain",676 56 89 53,https://spartasportcenter.com/jaca/,,4.7,346,,"establishment, gym, health, point_of_interest",42.5630711,-0.5678662,,OPERATIONAL,,ChIJp2rMjGOAVw0RZ6PZCphycfg,Huesca,Aragón,España,No,2,centro yoga · españa
Escuela de Yoga Integral Mahashakti,🧘‍♀️ Centro de yoga,"Paraje Erlosiana, 143, 31866 Ujué, Navarra, Spain",650 06 00 65,http://escuelamahashakti.com/,,4.7,101,,"establishment, gym, health, point_of_interest",42.445096,-1.435656,,OPERATIONAL,,ChIJDXGy8qIOWg0RCQ7Uo_zLNi8,Navarra,Comunidad Foral de Navarra,España,No,2,centro yoga · españa
Dreamfit Logroño,🧘‍♀️ Centro de yoga,"Centro Comercial Parque Rioja, 26008 Logroño, La Rioja, Spain",,https://www.dreamfit.es/centros/logrono,logrono@dreamfit.es,4.6,458,,"establishment, gym, health, point_of_interest",42.450911,-2.470279,,OPERATIONAL,,ChIJWzEVJHxVRQ0RJMSfDZxm_ns,La Rioja,La Rioja,España,No,2,centro yoga · españa
Pilates y tú,🧘‍♀️ Centro de yoga,"P.º Carlos Fernández Casado, 12, bajo, 26007 Logroño, La Rioja, Spain",654 34 62 46,https://www.pilatesytu.com/,,4.9,106,,"establishment, gym, health, point_of_interest",42.4601374,-2.4686641,,OPERATIONAL,,ChIJqcgGMMxVRQ0R_OI-Zxm3tmo,Álava,País Vasco,España,No,2,centro yoga · españa
Yoga Logroño: ESCUELA ANANDA,🧘‍♀️ Centro de yoga,"C. María Teresa Gil de Gárate, 72, 74, 26002 Logroño, La Rioja, Spain",659 43 69 36,https://www.yogaanandalogrono.es/,anandaescueladeyoga@gmail.com,5,212,,"establishment, gym, health, point_of_interest",42.4588635,-2.4510319,,OPERATIONAL,,ChIJ8_G3eU-rWg0RMVmDMwkbris,La Rioja,La Rioja,España,No,1,centro yoga · españa
Be24Fit,🧘‍♀️ Centro de yoga,"C. José Gil Cávez, 10, 22005 Huesca, Spain",649 02 69 62,http://www.be24fit.eu/,,4.6,183,,"establishment, gym, health, point_of_interest",42.1336123,-0.4100015,,OPERATIONAL,,ChIJ_-NNc2hFWA0RQY0j7NYtO4Y,Zaragoza,Aragón,España,No,2,centro yoga · españa
Centro Bienestar JANAKI YOGA,🧘‍♀️ Centro de yoga,"C. Corona de Aragón, 34, 50800 Zuera, Zaragoza, Spain",657 53 45 89,http://www.janakiyoga.com/,info@janakiyoga.com,5,106,,"establishment, gym, health, point_of_interest",41.8705541,-0.7854135,,OPERATIONAL,,ChIJT0jrg0cJWQ0RObTkSjz8KR4,Zaragoza,Aragón,España,No,2,centro yoga · españa
Sport Studio Gym,🧘‍♀️ Centro de yoga,"Parque Comercial Bañera Calle del Riego 8, 50600 Ejea de los Caballeros, Zaragoza, Spain",976 66 33 63,http://sportstudiogym.es/,,4.5,210,,"establishment, gym, health, point_of_interest",42.1275035,-1.1447404,,OPERATIONAL,,ChIJmWB2MwOrXUARuNv8oAYwiBo,Navarra,Comunidad Foral de Navarra,España,No,2,centro yoga · españa
Numantium Estudio,🧘‍♀️ Centro de yoga,"C. San Juan, 4, 42002 Soria, Spain",685 97 58 15,http://www.numantium.com/,,5,105,,"establishment, gym, health, point_of_interest",41.7635538,-2.4654883,,OPERATIONAL,,ChIJh0fOB87SRA0R-VP4SR20Ros,Soria,Castilla y León,España,No,1,centro yoga · españa
Gimnasio Sparta Sport Center Soria,🧘‍♀️ Centro de yoga,"Centro Comercial Camaretas, 42190 Soria, Spain",975 20 91 90,https://spartasportcenter.com/soria/,,4.5,267,,"establishment, gym, health, point_of_interest, spa",41.7716774,-2.4984172,,OPERATIONAL,,ChIJ__uMnRrTRA0RTuXObuiq6HQ,Soria,Castilla y León,España,No,2,centro yoga · españa
Synergym Lleida Castells,🧘‍♀️ Centro de yoga,"Carrer de la Dra. Castells, 11, 25001 Lleida, Spain",,https://synergym.es/lleida-castells/,,4.6,1527,,"establishment, gym, health, point_of_interest",41.6110066,0.6307995,,OPERATIONAL,,ChIJvVtAYJ3hphIR-pNEZiRcnkA,Lleida,Cataluña,España,No,1,centro yoga · españa
Centre Dhamma,🧘‍♀️ Centro de yoga,"Carrer de Josep Carner, s/n, 25001 Lleida, Spain",607 23 72 22,http://www.centredhamma.com/,centredhamma@gmail.com,4.9,216,,"establishment, food, gym, health, point_of_interest",41.6117675,0.6351943,,OPERATIONAL,,ChIJKVjq4fvhphIRJxqLwnJbH1o,Tarragona,Cataluña,España,No,2,centro yoga · españa
Equilibrium Cosment,🧘‍♀️ Centro de yoga,"Carrer del Riu Ebre, 31, 25001 Lleida, Spain",973 60 61 19,http://www.equilibriumcosment.com/,info@equilibriumcosment.com,4.6,115,,"establishment, health, point_of_interest",41.6091795,0.6309759,,OPERATIONAL,,ChIJ-1LdtXrgphIRasy-Y3F6CMs,Lleida,Cataluña,España,No,1,centro yoga · españa
Zona Fitness Lleida,🧘‍♀️ Centro de yoga,"Gran Passeig de Ronda, 55, 57, 25006 Lleida, Spain",623 18 14 19,http://www.zonafitnesslleida.com/,info@zonafitnesslleida.com,4.7,137,,"establishment, gym, health, point_of_interest",41.6158325,0.6126193,,OPERATIONAL,,ChIJH4XGFxfgphIRqZINL7Hg4ho,Lleida,Cataluña,España,No,1,centro yoga · españa
Ananda Ioga,🧘‍♀️ Centro de yoga,"Carrer Torres de Sanui, 1, 25006 Lleida, Spain",973 26 65 71,http://www.anandaioga.com/,info@anandaioga.com,5,167,,"establishment, gym, health, point_of_interest",41.617479,0.619472,,OPERATIONAL,,ChIJURpcJRXgphIR9evwH-aqnUE,Tarragona,Cataluña,España,No,2,centro yoga · españa
Yoga y Mindfulness Zaragoza,🧘‍♀️ Centro de yoga,"Calle Andador Luis Puntes Gracia, 4, 50008 Zaragoza, Spain",654 49 69 86,https://www.mindfulnessyogazaragoza.es/,yogawell@outlook.es,5,173,,"establishment, gym, health, point_of_interest, school",41.640959,-0.880348,,OPERATIONAL,,ChIJpRYUfOMUWQ0RWqzxm1RgcOg,Zaragoza,Aragón,España,No,1,centro yoga · españa
Vidha Hot Yoga,🧘‍♀️ Centro de yoga,"C. de Tomás Pelayo, 30, Casablanca, 50009 Casablanca, Zaragoza, Spain",660 57 26 64,https://vidhahotyoga.com/,hola@vidhahotyoga.com,4.8,114,,"establishment, gym, health, point_of_interest",41.6323803,-0.9100305,,OPERATIONAL,,ChIJFeaYe8drWQ0RSx8KljP9000,Zaragoza,Aragón,España,No,1,centro yoga · españa
Corporal ATC & Yoga Studio,🧘‍♀️ Centro de yoga,"C. de Francisco Pizarro, 4, 50004 Zaragoza, Spain",638 76 69 12,https://corporalatc.com/,corporalatc@gmail.com,5,100,,"establishment, gym, health, point_of_interest",41.6487185,-0.8880938,,OPERATIONAL,,ChIJM5FlwcIUWQ0ReEpKQ-Ijheo,Zaragoza,Aragón,España,No,1,centro yoga · españa
3Ventur,🧘‍♀️ Centro de yoga,"Av. de Barcelona, 10, 12500 Vinaròs, Castelló, Spain",633 97 02 36,http://3ventur.com/,info@3ventur.com,5,100,,"establishment, point_of_interest",40.4765531,0.4742783,,OPERATIONAL,,ChIJTVN_zjsI9Y8R5LjsLoe0ZNg,Tarragona,Cataluña,España,No,2,centro yoga · españa
Gimnasio Free Time,🧘‍♀️ Centro de yoga,"Carretera San Blas, Km. 1, 44195, Teruel, Spain",978 60 19 49,http://www.gimnasiofreetimeteruel.com/,recepcion@gimnasiofreetimeteruel.com,4.8,142,,"establishment, gym, health, point_of_interest",40.3530248,-1.1303325,,OPERATIONAL,,ChIJ93VJ3oVzXg0RwskRs3sMCZI,Teruel,Aragón,España,No,2,centro yoga · españa
imaGym Teruel |Universidad,🧘‍♀️ Centro de yoga,"C. Montalbán, 4, 44003 Teruel, Spain",,https://imagym.es/gimnasios/teruel-universidad/,,4.5,489,,"establishment, gym, health, point_of_interest",40.3488925,-1.1084456,,OPERATIONAL,,ChIJRaALPFhzXg0RV3wcIfIasHE,Teruel,Aragón,España,No,2,centro yoga · españa
SURYA BIKEPACKING,🧘‍♀️ Centro de yoga,"Av. de Sagunto, 55, 44002 Teruel, Spain",636 83 48 08,https://suryabikepacking.com/,info@suryabikepacking.com,4.9,155,,"bicycle_store, establishment, gym, health, point_of_interest, store",40.3333153,-1.1009697,,OPERATIONAL,,ChIJh0bnTxpzXg0R42J230661bQ,Teruel,Aragón,España,No,2,centro yoga · españa
Centro Calima. Centro de retiros y meditación.,🧘‍♀️ Centro de yoga,"Carrer Nova Malvarrosa, 11, 46149 Gilet, Valencia, Spain",682 82 55 64,http://centrocalima.com/,,4.9,203,,"establishment, gym, health, lodging, point_of_interest",39.6794273,-0.3371184,,OPERATIONAL,,ChIJYTYHVllrYA0R7Ia-sdyT7UI,Valencia,Comunidad Valenciana,España,No,2,centro yoga · españa
Art On Yoga + Art On You By Patricia Bonet,🧘‍♀️ Centro de yoga,"Carrer Azahar, 4, 12560 Benicàssim, Castelló, Spain",630 94 33 10,https://patriciabonet.es/,,5,101,,"establishment, gym, health, point_of_interest",40.0417881,0.0529661,,OPERATIONAL,,ChIJJ2hwssIBoBIRTn3_PiV5W8Y,Tarragona,Cataluña,España,No,2,centro yoga · españa
CPYOGA L'ELIANA,🧘‍♀️ Centro de yoga,"Carrer València, 10, 46183 L'Eliana, Valencia, Spain",609 27 26 21,https://cpyoga.com/es/centers/yoga-en-leliana/,,5,148,,"establishment, gym, health, point_of_interest",39.5667085,-0.5318313,,OPERATIONAL,,ChIJmxmZWXRZYA0RfIqHycIa2ZI,Valencia,Comunidad Valenciana,España,No,2,centro yoga · españa
Retiros de yoga Taotrips,🧘‍♀️ Centro de yoga,"cueva morica, 46370, Valencia, Spain",634 48 30 68,https://www.taotrips.com/,info@taotrips.com,5,123,,"establishment, gym, health, point_of_interest",39.4875026,-0.7402484,,OPERATIONAL,,ChIJ28o5LyXxYA0R0-72F3k1zio,Valencia,Comunidad Valenciana,España,No,2,centro yoga · españa
ahimsa YOGA,🧘‍♀️ Centro de yoga,"Carrer Nou d'Octubre, 6, 46185 La Pobla de Vallbona, Valencia, Spain",635 03 43 22,http://www.ahimsayoga.es/,,5,126,,"establishment, gym, health, point_of_interest",39.5943706,-0.5526285,,OPERATIONAL,,ChIJA5o-MO9eYA0RiN28tv9jYbE,Valencia,Comunidad Valenciana,España,No,2,centro yoga · españa
Gimnasio Sparta Sport Center Cuenca - Calle Jose Cobo,🧘‍♀️ Centro de yoga,"C. José Cobo, 9, 16004 Cuenca, Spain",621 07 42 35,https://spartasportcenter.com/cuenca-jose-cobo/,,4.5,352,,"establishment, gym, health, point_of_interest",40.0711719,-2.136258,,OPERATIONAL,,ChIJDxCTe0ZnXQ0RWtTX70i7QK4,Cuenca,Castilla-La Mancha,España,Sí,5,centro yoga · españa
Qactiva,🧘‍♀️ Centro de yoga,"C. Fermín Caballero, 3, 4ª planta, 16004 Cuenca, Spain",969 02 05 18,http://www.qactiva.com/,info@qactiva.com,4.9,106,,"establishment, gym, health, point_of_interest",40.069733,-2.1359087,,OPERATIONAL,,ChIJU56JRaFnXQ0Rz9FVmRAl9O0,Cuenca,Castilla-La Mancha,España,No,2,centro yoga · españa
Gimnasio Sparta Sport Center Cuenca - Centro Comercial El Mirador,🧘‍♀️ Centro de yoga,"Centro Comercial El Mirador, Av del Mediterráneo, s/n, 16004 Cuenca, Spain",637 62 76 61,https://spartasportcenter.com/cuenca/,,4.5,419,,"establishment, gym, health, point_of_interest",40.0540711,-2.1223839,,OPERATIONAL,,ChIJexidyixnXQ0RxNi-tnltyRI,Cuenca,Castilla-La Mancha,España,No,2,centro yoga · españa
Gym Elite Puertollano,🧘‍♀️ Centro de yoga,"Av. Primero de Mayo, 102, 13500 Puertollano, Ciudad Real, Spain",619 39 16 06,https://zeusfitness.net/puertollano/gimnasio-elite-puertollano/,,4.7,108,,"establishment, gym, health, point_of_interest",38.6855659,-4.0987215,,OPERATIONAL,,ChIJB_IdyZKMaw0RqSFj8d4cOlU,Ciudad Real,Castilla-La Mancha,España,No,2,centro yoga · españa
BE A RAINBOW,🧘‍♀️ Centro de yoga,"Av. Luis Movilla, 8, 06011 Badajoz, Spain",606 90 31 33,http://www.bearainbow.com/,,4.9,157,,"establishment, gym, health, point_of_interest",38.863654,-6.984782,,OPERATIONAL,,ChIJFcRNuDDkFg0RFFWcJ9t0Mek,Badajoz,Extremadura,España,No,2,centro yoga · españa
Gimnasio VivaGym San Roque,🧘‍♀️ Centro de yoga,"San Ronque, Av. Ricardo Carapeto Zambrano, s/n, 06008 Badajoz, Spain",,https://www.vivagym.com/es-es/gimnasios/badajoz/capital/san-roque/?utm_campaign=250922_es_gmb_conversion_generic_san-roque&utm_medium=organic&utm_source=gmb,,4.7,1142,,"establishment, gym, health, point_of_interest",38.8786866,-6.9463895,,OPERATIONAL,,ChIJK4tKuMPlFg0R7qDbUekWdlk,Badajoz,Extremadura,España,Sí,5,centro yoga · españa
Shock Fitness Center,🧘‍♀️ Centro de yoga,"Portalegre, 14, 06007 Badajoz, Spain",623 03 98 37,http://www.shockcenter.es/,,4.9,102,,"establishment, gym, health, point_of_interest",38.8888794,-6.9803531,,OPERATIONAL,,ChIJpaF1_EPkFg0RYuANbC5RZlg,Badajoz,Extremadura,España,Sí,5,centro yoga · españa
Centro Deportivo Q-FITLIFE,🧘‍♀️ Centro de yoga,"C. Isabel Oyarzábal, 18800 Baza, Granada, Spain",858 99 57 00,http://www.q-fitlife.com/,,4.8,374,,"establishment, gym, health, physiotherapist, point_of_interest",37.4942857,-2.7749239,,OPERATIONAL,,ChIJ5yTuSN_pbw0R5WvEdBYGWIA,Almería,Andalucía,España,No,2,centro yoga · españa
FisNatur,🧘‍♀️ Centro de yoga,"Av. Andalucía, 71, 23660 Alcaudete, Jaén, Spain",669 10 43 01,http://www.fisnatur.com/,,4.9,103,,"establishment, gym, health, point_of_interest",37.5929651,-4.0779706,,OPERATIONAL,,ChIJHUSAsI2_bQ0RTMy5JCA36Xs,Córdoba,Andalucía,España,No,2,centro yoga · españa
OKEYMAS Andújar,🧘‍♀️ Centro de yoga,"Avd. Juan Pablo II, 23740 Andújar, Jaén, Spain",658 75 30 07,https://okeymas.es/gimnasio-andujar/,,4.5,241,,"establishment, gym, health, point_of_interest",38.0415534,-4.0387413,,OPERATIONAL,,ChIJ9Rgh_603bA0R-xf0bbftF2U,Jaén,Andalucía,España,Sí,5,centro yoga · españa
N1 Arrayanes Fitness Center,🧘‍♀️ Centro de yoga,"C. Arrayanes, 39 sotano, 23600 Martos, Jaén, Spain",953 55 11 88,http://www.arrayanesfitnesscenter.com/,gimnasio@arrayanesfitnesscenter.com,4.7,188,,"establishment, gym, health, point_of_interest",37.7191921,-3.9736913,,OPERATIONAL,,ChIJNeaVQMLFbQ0RvdNYjYzEqHo,Jaén,Andalucía,España,Sí,5,centro yoga · españa
Sano Úbeda,🧘‍♀️ Centro de yoga,"C. Risquillo Bajo, 10, 23400 Úbeda, Jaén, Spain",953 75 78 76,http://sanocenter.es/,,4.9,162,,"establishment, gym, health, point_of_interest",38.0170555,-3.3640565,,OPERATIONAL,,ChIJD_j5J4rzbg0RZ9VfC4S3wzw,Jaén,Andalucía,España,Sí,5,centro yoga · españa
La Carismática,🧘‍♀️ Centro de yoga,"Av. de Andalucía, 88, 23006 Jaén, Spain",648 41 89 97,https://www.lacarismatica.com/,hola@lacarismatica.com,5,136,,"establishment, gym, health, point_of_interest",37.7787722,-3.8067849,,OPERATIONAL,,ChIJl8Ay-mFlFqAR6ZNuqIEj2aw,Jaén,Andalucía,España,No,2,centro yoga · españa
STUDIO DE PILATES MIREYA IRURZUN,🧘‍♀️ Centro de yoga,"C. Francisco Rabal, Noroeste, 14006 Córdoba, Spain",620 88 50 20,https://pilatesmireyairurzun.com/,info@pilatesmireyairurzun.com,5,123,,"establishment, gym, health, point_of_interest",37.8934902,-4.7824861,,OPERATIONAL,,ChIJEyXCDG_fbA0RgtOvVfnXhAs,Córdoba,Andalucía,España,Sí,5,centro yoga · españa
Top Health La Victoria | Gimnasio en el centro Córdoba,🧘‍♀️ Centro de yoga,"P.º de la Victoria, 63, Centro, 14004 Córdoba, Spain",957 29 13 27,http://www.tophealth.es/,,4.5,162,,"establishment, gym, health, point_of_interest, spa",37.8810911,-4.7840482,,OPERATIONAL,,ChIJSZalAWLfbA0RRX3-HpNtrI4,Córdoba,Andalucía,España,No,2,centro yoga · españa
STUDIO PILATES Anabel Manjón,🧘‍♀️ Centro de yoga,"Pje. José Flores ""Cámara"", 2, Poniente Sur, 14005 Córdoba, Spain",611 61 82 95,http://www.pilatesanabelmanjon.es/,,4.9,125,,"establishment, gym, health, point_of_interest",37.8799008,-4.7985887,,OPERATIONAL,,ChIJZwjro6AgbQ0R6zp0-aiybWk,Córdoba,Andalucía,España,No,2,centro yoga · españa
"Centro Nura Fisioterapia, Osteopatía, Suelo Pélvico, Pilates",🧘‍♀️ Centro de yoga,"Residencial la Hiniesta, Rda. de Capuchinos, 2, local 14e, Casco Antiguo, 41003 Sevilla, Spain",639 25 19 54,https://www.nurafisioterapia.com/,,4.9,107,,"establishment, gym, health, point_of_interest",37.3999711,-5.9846454,,OPERATIONAL,,ChIJVVM-vcttEg0RIZt_C_D7bjw,Cádiz,Andalucía,España,No,2,centro yoga · españa
Mindfulness y Meditación Sevilla (Nacho Luque),🧘‍♀️ Centro de yoga,"C. Alfarería, 27, 41010 Sevilla, Spain",644 03 96 35,https://tumindfulness.com/?utm_source=mybusiness,correoelectronico@ejemplo.com,5,726,,"establishment, gym, health, point_of_interest",37.384979,-6.005218,,OPERATIONAL,,ChIJAwCcWWtsEg0RoqoJBKYaWIA,Sevilla,Andalucía,España,Sí,5,centro yoga · españa
Centro de Retiros y Formacion Yoga Vida,🧘‍♀️ Centro de yoga,"Carretera S-186 Los Lagos del Serrano km 2,2 (Puerto Cabero, 41880 El Ronquillo, Sevilla, Spain",654 69 52 26,https://yogavida.es/,,5,121,,"establishment, gym, health, point_of_interest",37.7214573,-6.1557318,,OPERATIONAL,,ChIJT2oOSYozEg0R_CWQQydv4oQ,Huelva,Andalucía,España,No,1,centro yoga · españa
RETIROS DE BIENESTAR & MINDFULNESS EVOLUCION CENTER,🧘‍♀️ Centro de yoga,"C. Real, 4, 21209 Corteconcepción, Huelva, Spain",625 15 11 65,https://evolucion.center/,reservas@evolucion.center,5,111,,"establishment, health, point_of_interest",37.8971867,-6.5091657,,OPERATIONAL,,ChIJ3WukynFtEg0Rctc_pg7ykXY,Huelva,Andalucía,España,No,1,centro yoga · españa
Puerto Cabero,🧘‍♀️ Centro de yoga,"Ctra SE-186 Los Lagos del Serrano km. 2,2, 41880 El Ronquillo, Sevilla, Spain",,http://puerto-cabero.com.es/,,4.5,104,,"establishment, gym, health, point_of_interest",37.721416,-6.1557745,,OPERATIONAL,,ChIJEeQ0KakxEg0R8ya9EuNHehU,Huelva,Andalucía,España,No,1,centro yoga · españa
"Centro Kali | Yoga, pilates y terapias naturales en Granada",🧘‍♀️ Centro de yoga,"Calle Prof. Agustín Escribano, Local 5, Bajo, Ronda, 18004 Granada, Spain",617 77 59 11,http://www.centrokali.com/,,5,151,,"establishment, gym, health, point_of_interest",37.1650696,-3.6062254,,OPERATIONAL,,ChIJX3WL0mv9cQ0RPdCLf0ZqTxM,Granada,Andalucía,España,No,1,centro yoga · españa
PILATES Y YOGA CUIDATE,🧘‍♀️ Centro de yoga,"C. Alicante, 10, 18194 Churriana de la Vega, Granada, Spain",689 00 51 42,https://www.instagram.com/cuidate.fitt_/?hl=es,,5,156,,"establishment, point_of_interest",37.1456762,-3.6376115,,OPERATIONAL,,ChIJoS7r31_7cQ0R5RSn701_tFg,Granada,Andalucía,España,No,4,centro yoga · españa
GranaYoga | Bienestar Integral,🧘‍♀️ Centro de yoga,"C. San Vicente Ferrer, 4, Centro, 18005 Granada, Spain",639 40 60 60,https://granayoga.es/,,5,100,,"establishment, gym, health, point_of_interest",37.1701686,-3.6016382,,OPERATIONAL,,ChIJf7k9H_D9cQ0Ry5Jxl46cBmo,Granada,Andalucía,España,Sí,5,centro yoga · españa
YogaSalud,🧘‍♀️ Centro de yoga,"Cl. el Guerra, 4, Beiro, 18014 Granada, Spain",652 05 11 20,http://www.yogasalud.es/,,5,207,,"establishment, gym, health, point_of_interest",37.1951225,-3.610038,,OPERATIONAL,,ChIJAbg_ZpL9cQ0RjeOzTgDwM5E,Granada,Andalucía,España,No,1,centro yoga · españa
Baubo Yoga,🧘‍♀️ Centro de yoga,"Cjón. de Pavaneras, 3, Centro, 18009 Granada, Spain",655 13 43 41,http://www.bauboyoga.com/,,5,526,,"establishment, gym, health, point_of_interest",37.1750749,-3.5955025,,OPERATIONAL,,ChIJVVVVVU7jcQ0RrlveUYDyyJs,Granada,Andalucía,España,Sí,5,centro yoga · españa
Tatami Spirit,🧘‍♀️ Centro de yoga,"C. Lugar Camino de Huetor, 5, 29713 Los Romanes, Málaga, Spain",609 59 32 51,https://yogacurso.es/,,4.9,140,,"establishment, gym, health, point_of_interest",36.8720987,-4.1855446,,OPERATIONAL,,ChIJC1nED3tCcg0RW3PSvx0s29k,Málaga,Andalucía,España,Sí,5,centro yoga · españa
Exon Fitness,🧘‍♀️ Centro de yoga,"C. Huerta de Capuchinos, 9, 29200 Antequera, Málaga, Spain",625 18 22 06,https://exon.wodbuster.com/,,5,107,,"establishment, gym, health, point_of_interest, store",37.019304,-4.5672491,,OPERATIONAL,,ChIJWUB9K9yRcg0RUkZ14EluqXU,Córdoba,Andalucía,España,No,1,centro yoga · españa
Infinity Fitness Life Montilla,🧘‍♀️ Centro de yoga,"C. Antonio Gala, 4, 14550 Montilla, Córdoba, Spain",623 16 32 75,http://infinityfitnesslife.es/,,5,154,,"establishment, gym, health, point_of_interest",37.5832365,-4.6423209,,OPERATIONAL,,ChIJhbh8yRgTbQ0RgBzPCfLaRBk,Córdoba,Andalucía,España,No,1,centro yoga · españa
Clínica Fisioterapia Sandra Gálvez Cabezas | Puente Genil | Fisioterapia Pediátrica y Suelo Pélvico | Nutrición,🧘‍♀️ Centro de yoga,"Av. de Europa, 6, 14500 Puente Genil, Córdoba, Spain",650 28 05 46,https://clinicasandragalvez.es/,,5,207,,"establishment, gym, health, physiotherapist, point_of_interest",37.3906107,-4.7620897,,OPERATIONAL,,ChIJpfpzBzJDbQ0RhlWfpqie5Zo,Córdoba,Andalucía,España,No,1,centro yoga · españa
Dhyana Vayus Yoga La Rinconada,🧘‍♀️ Centro de yoga,"C. Huerta del Cura, 11, A, 41309 La Rinconada, Sevilla, Spain",633 50 58 53,https://www.yogadianavayus.com/,yogalarinconada@gmail.com,5,112,,"establishment, gym, health, point_of_interest",37.4852,-5.98007,,OPERATIONAL,,ChIJQxw7V_5pEg0R0ggkCPd4ZZk,Sevilla,Andalucía,España,Sí,5,centro yoga · españa
Rocío Luque Yoga,🧘‍♀️ Centro de yoga,"C. Heliotropo, 4, Casco Antiguo, 41003 Sevilla, Spain",623 76 92 61,https://rocioluque.yoga/,hola@rocioluque.yoga,5,122,,"establishment, gym, health, point_of_interest",37.3967284,-5.9886744,,OPERATIONAL,,ChIJu56MRyxtEg0R7qehSK1bIzg,Sevilla,Andalucía,España,No,1,centro yoga · españa
Lemon Yoga Sevilla,🧘‍♀️ Centro de yoga,"C. Curtidurías, 12b, Casco Antiguo, 41002 Sevilla, Spain",640 03 62 86,https://lemonyogasevilla.com/,,5,122,,"establishment, gym, health, point_of_interest",37.3983624,-5.9998775,,OPERATIONAL,,ChIJxZZiC2VtEg0RK5CPaaunrSc,Sevilla,Andalucía,España,Sí,5,centro yoga · españa
Respira yoga sevilla,🧘‍♀️ Centro de yoga,"C. Yakarta, 5, 41020 Sevilla, Spain",624 64 30 60,http://www.respirayogasevilla.com/,,4.9,129,,"establishment, gym, health, point_of_interest",37.4029793,-5.9263085,,OPERATIONAL,,ChIJ8ddJUAxvEg0RpwxfxkPiPf4,Sevilla,Andalucía,España,No,1,centro yoga · españa
Estudio Ganesha Sevilla. Clases de Pilates y Yoga. Coaching. Dietética nutrición.,🧘‍♀️ Centro de yoga,"Av. de Emilio Lemos, 2, 2° Planta. Mod. 207.1, 41020 Sevilla, Spain",652 93 25 08,http://www.estudioganeshasevilla.com/,info@estudioganeshasevilla.com,4.8,107,,"establishment, gym, health, point_of_interest",37.40111,-5.92525,,OPERATIONAL,,ChIJ2Wjb9DNvEg0R6UCAGC-IITU,Sevilla,Andalucía,España,No,1,centro yoga · españa
Hacia tu paz interior: Yoga - Sonidos - Retiros,🧘‍♀️ Centro de yoga,"En Hamsa Centro de Bienestar, C. Dolores Pérez Cerralbo, 15, B, 41530 Morón de la Frontera, Sevilla, Spain",670 56 04 33,https://haciatupazinterior.com/,,5,146,,"establishment, gym, health, point_of_interest",37.1222485,-5.4609182,,OPERATIONAL,,ChIJzVYIXdVhDQ0RZQkYeI1KLFw,Sevilla,Andalucía,España,No,1,centro yoga · españa
